Blue_UniqueChamps,Red_UniqueChamps,Blue_AvgChampId,Red_AvgChampId,UniqueChamps_Diff,AvgChampId_Diff,Region_Code,BlueWin
5,5,120.0,245.2,0,-125.19999999999999,0,0
5,5,119.6,110.2,0,9.399999999999991,0,1
5,5,263.0,117.8,0,145.2,0,1
5,5,87.0,131.8,0,-44.80000000000001,0,1
5,5,39.2,288.8,0,-249.60000000000002,0,0
5,5,57.0,268.6,0,-211.60000000000002,0,1
5,5,226.4,97.8,0,128.60000000000002,0,0
5,5,86.8,165.2,0,-78.39999999999999,0,1
5,5,232.4,281.0,0,-48.599999999999994,0,0
5,5,100.4,73.6,0,26.80000000000001,0,0
5,5,231.2,212.6,0,18.599999999999994,0,0
5,5,107.8,187.8,0,-80.00000000000001,0,0
5,5,444.6,236.2,0,208.40000000000003,0,1
5,5,282.2,270.8,0,11.399999999999977,0,0
5,5,93.2,138.2,0,-44.999999999999986,0,1
5,5,328.4,247.8,0,80.59999999999997,0,1
5,5,261.6,65.0,0,196.60000000000002,0,1
5,5,280.0,361.0,0,-81.0,0,0
5,5,77.4,237.4,0,-160.0,0,1
5,5,258.0,96.6,0,161.4,0,1
5,5,286.0,177.8,0,108.19999999999999,0,1
5,5,207.8,51.2,0,156.60000000000002,0,0
5,5,143.2,150.8,0,-7.600000000000023,0,0
5,5,104.4,115.8,0,-11.399999999999991,0,1
5,5,107.2,407.2,0,-300.0,0,1
5,5,200.0,268.0,0,-68.0,0,1
5,5,111.2,454.2,0,-343.0,0,1
5,5,137.6,77.8,0,59.8,0,0
5,5,248.2,206.0,0,42.19999999999999,0,0
5,5,79.8,597.4,0,-517.6,0,1
5,5,473.2,285.0,0,188.2,0,0
5,5,68.2,65.2,0,3.0,0,0
5,5,48.2,170.8,0,-122.60000000000001,0,0
5,5,77.2,185.4,0,-108.2,0,1
5,5,70.0,368.8,0,-298.8,0,0
5,5,264.0,194.8,0,69.19999999999999,0,0
5,5,367.6,85.0,0,282.6,0,0
5,5,329.4,75.8,0,253.59999999999997,0,0
5,5,239.6,154.6,0,85.0,0,1
5,5,247.6,152.8,0,94.79999999999998,0,1
5,5,108.8,204.8,0,-96.00000000000001,0,0
5,5,144.6,122.8,0,21.799999999999997,0,1
5,5,129.6,162.4,0,-32.80000000000001,0,0
5,5,53.0,393.2,0,-340.2,0,0
5,5,96.0,57.0,0,39.0,0,0
5,5,90.8,267.6,0,-176.8,0,0
5,5,217.6,357.4,0,-139.79999999999998,0,1
5,5,246.2,208.0,0,38.19999999999999,0,1
5,5,59.2,257.6,0,-198.40000000000003,0,1
5,5,78.4,294.8,0,-216.4,0,0
5,5,114.0,369.8,0,-255.8,0,0
5,5,283.2,67.6,0,215.6,0,0
5,5,66.8,268.4,0,-201.59999999999997,0,1
5,5,76.4,413.6,0,-337.20000000000005,0,0
5,5,55.6,187.6,0,-132.0,0,0
5,5,104.2,83.0,0,21.200000000000003,0,0
5,5,396.6,88.4,0,308.20000000000005,0,1
5,5,105.0,329.0,0,-224.0,0,0
5,5,238.6,124.0,0,114.6,0,1
5,5,124.8,235.0,0,-110.2,0,0
5,5,426.2,98.8,0,327.4,0,0
5,5,320.0,358.6,0,-38.60000000000002,0,0
5,5,218.8,131.8,0,87.0,0,0
5,5,376.8,235.8,0,141.0,0,1
5,5,433.4,264.6,0,168.79999999999995,0,1
5,5,427.0,138.0,0,289.0,0,0
5,5,484.6,115.4,0,369.20000000000005,0,0
5,5,203.0,243.6,0,-40.599999999999994,0,1
5,5,228.4,70.0,0,158.4,0,1
5,5,161.2,224.4,0,-63.20000000000002,0,0
5,5,121.4,211.2,0,-89.79999999999998,0,0
5,5,58.8,145.6,0,-86.8,0,1
5,5,106.0,402.8,0,-296.8,0,0
5,5,280.0,136.4,0,143.6,0,1
5,5,236.8,325.8,0,-89.0,0,1
5,5,187.2,187.4,0,-0.20000000000001705,0,1
5,5,50.4,288.0,0,-237.6,0,1
5,5,423.4,501.6,0,-78.20000000000005,0,0
